student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade,grade_change,grade_improved
297,Female,2.7,76.0,6.4,Bachelors,Yes,Yes,No,52.1,70.9,C,18.8,True
298,Male,4.2,88.2,7.7,High School,Yes,Yes,No,69.9,89.6,B,19.7,True
299,Male,1.7,73.2,7.2,Masters,No,Yes,No,67.9,69.2,D,1.3,True
300,Female,4.6,96.9,7.2,Masters,Yes,No,Yes,64.8,82.3,B,17.5,True
301,Male,3.1,80.4,7.4,Bachelors,Yes,Yes,Yes,75.3,80.9,B,5.6,True
302,Male,2.9,87.0,5.0,High School,Yes,Yes,No,61.0,82.4,B,21.4,True
303,Male,4.6,87.8,7.7,Bachelors,Yes,Yes,No,56.2,91.0,A,34.8,True
304,Female,4.2,82.4,7.5,High School,No,No,No,71.3,81.6,B,10.3,True
305,Female,3.0,90.9,5.6,Bachelors,Yes,No,Yes,74.6,83.2,B,8.6,True
306,Male,5.2,80.3,6.5,Bachelors,Yes,Yes,No,55.9,80.7,B,24.8,True
307,Female,1.9,93.7,6.8,Masters,Yes,Yes,Yes,81.1,87.2,B,6.1,True
308,Female,4.4,71.5,6.6,High School,Yes,Yes,Yes,48.8,72.8,C,24.0,True
309,Female,4.4,86.3,7.2,Bachelors,Yes,No,No,63.1,85.2,B,22.1,True
310,Female,3.0,100.0,8.5,High School,Yes,No,Yes,66.9,83.3,B,16.4,True
311,Female,4.0,75.0,8.1,High School,Yes,Yes,No,62.4,82.6,B,20.2,True
312,Male,1.6,78.2,5.2,Masters,Yes,No,Yes,63.2,63.4,D,0.2,True
313,Female,4.9,90.1,7.5,,Yes,Yes,No,92.5,100.0,A,7.5,True
314,Male,3.2,86.8,8.4,Bachelors,Yes,No,No,59.8,79.4,C,19.6,True
315,Male,2.7,88.5,7.3,Masters,Yes,Yes,No,99.3,100.0,A,0.7,True
316,Female,5.1,89.9,8.1,PhD,Yes,Yes,No,75.2,100.0,A,24.8,True
317,Male,2.4,91.3,9.2,Masters,No,Yes,Yes,71.1,72.9,C,1.8,True
318,Male,1.4,96.1,8.0,High School,No,Yes,No,75.7,79.2,C,3.5,True
319,Male,1.2,89.1,7.1,,Yes,No,No,100.0,84.2,B,-15.8,False
320,Female,4.4,82.6,8.1,Bachelors,Yes,Yes,Yes,58.1,80.7,B,22.6,True
321,Female,1.6,91.7,7.0,High School,Yes,No,No,56.6,85.3,B,28.7,True
322,Male,6.1,100.0,6.8,High School,Yes,No,Yes,60.9,93.1,A,32.2,True
323,Female,0.5,83.7,6.4,Bachelors,Yes,Yes,No,70.4,73.5,C,3.1,True
324,Female,6.0,75.3,8.7,High School,Yes,Yes,No,49.3,90.8,A,41.5,True
325,Female,3.8,96.1,5.8,High School,Yes,Yes,Yes,70.3,80.8,B,10.5,True
326,Female,3.4,83.8,8.6,High School,Yes,No,No,90.3,88.9,B,-1.4,False
327,Male,2.7,63.3,7.4,Masters,No,Yes,No,71.8,63.7,D,-8.1,False
328,Male,4.1,93.5,5.1,PhD,Yes,Yes,No,66.5,82.6,B,16.1,True
329,Female,3.4,79.6,7.2,High School,Yes,Yes,No,62.6,63.7,D,1.1,True
330,Female,5.2,84.1,4.3,PhD,Yes,No,No,80.8,96.6,A,15.8,True
331,Male,3.7,88.3,7.6,PhD,Yes,Yes,No,60.1,97.0,A,36.9,True
332,Male,3.7,86.9,7.9,Masters,No,Yes,No,92.2,93.3,A,1.1,True
333,Female,3.0,92.1,6.1,High School,Yes,Yes,Yes,93.2,82.8,B,-10.4,False
334,Male,3.4,80.6,6.9,Masters,Yes,Yes,No,73.1,81.2,B,8.1,True
335,Female,4.0,90.1,9.1,,Yes,No,No,69.9,88.7,B,18.8,True
336,Female,0.9,82.4,6.2,Masters,Yes,Yes,No,82.4,71.2,C,-11.2,False
337,Male,1.5,92.4,5.5,High School,Yes,No,No,83.1,87.1,B,4.0,True
338,Male,4.6,91.2,8.6,Bachelors,Yes,No,No,60.3,94.9,A,34.6,True
339,Female,3.8,75.6,9.2,Bachelors,Yes,No,No,63.7,76.1,C,12.4,True
340,Female,3.2,95.9,6.8,Bachelors,Yes,No,No,54.1,85.1,B,31.0,True
341,Male,3.5,79.6,8.0,High School,Yes,Yes,No,74.9,96.3,A,21.4,True
342,Female,4.0,93.1,8.4,High School,Yes,Yes,No,78.0,100.0,A,22.0,True
343,Male,2.7,88.7,5.9,Masters,Yes,No,No,53.8,92.0,A,38.2,True
344,Female,2.3,100.0,6.2,PhD,Yes,Yes,No,64.5,77.2,C,12.7,True
345,Male,3.8,82.8,8.3,High School,Yes,No,No,53.8,97.5,A,43.7,True
346,Male,2.0,81.5,8.8,,Yes,Yes,Yes,59.2,70.6,C,11.4,True
347,Male,4.1,84.8,7.5,High School,Yes,No,No,76.6,87.2,B,10.6,True
348,Female,0.9,82.0,5.7,Masters,Yes,No,No,61.2,69.0,D,7.8,True
349,Female,5.0,93.0,9.2,Masters,Yes,Yes,Yes,66.4,90.2,A,23.8,True
350,Male,4.2,68.8,6.2,Masters,Yes,Yes,Yes,50.5,74.0,C,23.5,True
351,Female,3.9,74.5,6.4,,Yes,No,No,72.2,75.3,C,3.1,True
352,Male,5.0,74.3,7.2,High School,Yes,No,No,69.5,86.5,B,17.0,True
353,Male,6.0,94.5,8.7,PhD,Yes,Yes,No,61.3,100.0,A,38.7,True
354,Female,5.0,100.0,7.8,High School,Yes,No,Yes,67.7,93.6,A,25.9,True
355,Female,0.7,84.0,7.3,Masters,Yes,Yes,Yes,72.2,72.0,C,-0.2,False
356,Male,1.6,83.3,7.4,Masters,Yes,Yes,No,60.2,76.2,C,16.0,True
357,Female,2.6,85.7,6.9,Masters,Yes,No,No,52.3,80.9,B,28.6,True
358,Female,3.5,96.6,7.5,High School,Yes,No,Yes,91.7,85.3,B,-6.4,False
359,Male,4.3,75.7,3.8,PhD,Yes,No,No,62.4,81.9,B,19.5,True
360,Male,2.4,87.4,6.4,High School,Yes,No,No,68.8,78.0,C,9.2,True
361,Female,3.8,94.8,7.1,High School,Yes,Yes,Yes,82.1,93.6,A,11.5,True
362,Male,2.4,90.0,5.4,Masters,Yes,No,Yes,100.0,95.1,A,-4.9,False
363,Male,2.6,86.9,7.3,Bachelors,Yes,Yes,Yes,55.1,66.7,D,11.6,True
364,Female,1.4,95.0,6.6,Masters,Yes,Yes,No,75.4,75.6,C,0.2,True
365,Male,2.1,58.0,8.9,Bachelors,Yes,Yes,No,61.5,57.4,F,-4.1,False
366,Male,1.5,91.8,8.7,High School,Yes,Yes,No,63.5,75.4,C,11.9,True
367,Female,2.0,78.5,6.2,Masters,Yes,Yes,No,61.4,80.5,B,19.1,True
368,Female,5.1,66.7,6.6,Bachelors,No,Yes,No,56.5,75.1,C,18.6,True
369,Male,2.1,90.1,6.7,High School,No,Yes,No,69.5,67.8,D,-1.7,False
370,Male,7.4,98.7,6.3,Masters,Yes,Yes,No,52.3,97.4,A,45.1,True
371,Female,4.2,83.6,7.0,Bachelors,Yes,No,Yes,81.4,80.2,B,-1.2,False
372,Female,3.8,94.5,5.9,Bachelors,Yes,Yes,No,70.7,82.8,B,12.1,True
373,Female,2.2,100.0,5.4,Bachelors,Yes,Yes,No,75.1,87.8,B,12.7,True
374,Female,4.6,98.1,7.5,Masters,Yes,No,No,64.4,85.8,B,21.4,True
375,Male,2.6,100.0,7.6,Masters,Yes,No,No,65.6,91.7,A,26.1,True
376,Female,3.7,92.4,5.8,Masters,Yes,No,Yes,73.5,84.9,B,11.4,True
377,Female,7.3,85.8,7.9,High School,Yes,Yes,No,56.0,99.3,A,43.3,True
378,Male,3.4,69.0,6.0,Masters,Yes,No,No,65.7,74.3,C,8.6,True
379,Female,5.2,82.5,7.1,Masters,Yes,Yes,No,59.7,93.3,A,33.6,True
380,Male,2.4,76.6,7.8,Masters,Yes,Yes,No,59.3,79.4,C,20.1,True
381,Female,3.4,100.0,6.8,Bachelors,No,Yes,No,44.7,77.4,C,32.7,True
382,Female,6.2,83.2,7.3,PhD,Yes,No,No,86.1,100.0,A,13.9,True
383,Female,2.6,86.2,6.2,Masters,Yes,Yes,No,61.8,76.8,C,15.0,True
384,Male,6.2,90.5,6.6,High School,Yes,Yes,No,84.0,100.0,A,16.0,True
385,Male,4.6,85.4,6.6,Bachelors,No,Yes,No,82.8,88.6,B,5.8,True
386,Female,2.7,100.0,5.9,PhD,Yes,No,No,54.6,79.1,C,24.5,True
387,Male,4.4,78.8,6.6,High School,Yes,No,No,56.9,79.4,C,22.5,True
388,Male,5.0,86.9,4.9,,Yes,Yes,No,100.0,100.0,A,0.0,False
389,Male,4.4,77.6,6.2,Masters,Yes,No,Yes,91.0,86.7,B,-4.3,False
390,Male,1.1,71.8,6.5,Bachelors,Yes,Yes,Yes,69.6,69.5,D,-0.1,False
391,Male,2.4,78.9,6.5,High School,Yes,No,No,73.1,86.3,B,13.2,True
392,Male,3.1,84.6,6.5,High School,Yes,Yes,No,62.4,87.3,B,24.9,True
393,Female,3.4,80.7,6.7,,No,No,No,75.2,72.1,C,-3.1,False
394,Female,4.4,78.1,7.4,High School,Yes,Yes,No,61.4,92.3,A,30.9,True
395,Male,3.8,70.9,7.8,Masters,Yes,No,Yes,45.6,67.6,D,22.0,True
396,Female,1.5,84.2,6.0,Bachelors,Yes,Yes,No,54.1,72.7,C,18.6,True
397,Female,4.1,70.0,5.4,High School,Yes,Yes,No,70.3,76.1,C,5.8,True
398,Female,4.4,92.6,5.5,High School,No,Yes,No,56.4,81.2,B,24.8,True
399,Female,4.3,85.8,6.2,Bachelors,Yes,Yes,No,69.2,90.4,A,21.2,True
400,Male,5.1,70.4,6.4,,Yes,Yes,No,57.1,73.2,C,16.1,True
401,Female,4.8,81.9,5.9,Bachelors,Yes,No,Yes,60.6,85.2,B,24.6,True
402,Female,4.2,77.5,5.2,Bachelors,Yes,Yes,No,80.2,96.4,A,16.2,True
403,Male,3.4,88.2,6.3,High School,Yes,No,Yes,73.0,81.9,B,8.9,True
404,Male,1.0,98.4,7.0,Bachelors,Yes,No,No,69.9,86.5,B,16.6,True
405,Female,4.1,66.2,7.5,Bachelors,Yes,No,No,80.5,84.7,B,4.2,True
406,Female,3.8,86.2,6.1,PhD,Yes,No,No,75.8,93.0,A,17.2,True
407,Female,3.9,83.4,6.3,Bachelors,Yes,No,No,87.4,78.9,C,-8.5,False
408,Female,1.6,91.7,5.7,Bachelors,Yes,Yes,No,64.5,90.4,A,25.9,True
409,Female,1.9,87.1,6.8,High School,No,No,No,64.8,80.1,B,15.3,True
410,Female,5.1,77.5,5.8,,Yes,Yes,Yes,54.4,78.1,C,23.7,True
411,Male,3.4,81.8,7.5,High School,Yes,No,No,64.9,70.1,C,5.2,True
412,Female,4.5,77.0,4.7,High School,Yes,No,No,81.6,90.2,A,8.6,True
413,Female,3.5,95.8,6.4,Masters,Yes,Yes,No,85.6,86.5,B,0.9,True
414,Male,3.5,85.2,7.2,Bachelors,Yes,Yes,No,81.5,93.5,A,12.0,True
415,Male,4.9,100.0,7.0,Bachelors,No,Yes,Yes,48.5,83.3,B,34.8,True
416,Male,2.7,84.4,10.0,Bachelors,Yes,No,Yes,83.0,81.2,B,-1.8,False
417,Male,3.6,77.9,7.2,Masters,No,No,No,47.9,76.0,C,28.1,True
418,Female,2.8,69.9,5.6,High School,Yes,Yes,No,80.8,84.9,B,4.1,True
419,Female,2.8,67.0,6.7,Masters,Yes,No,No,65.6,79.2,C,13.6,True
420,Female,3.0,69.2,4.7,Bachelors,No,No,No,78.4,72.8,C,-5.6,False
421,Female,3.8,87.7,6.7,Bachelors,Yes,Yes,Yes,54.0,69.9,D,15.9,True
422,Female,2.8,90.1,5.8,Bachelors,No,Yes,No,84.1,89.6,B,5.5,True
423,Female,5.4,69.2,7.9,High School,Yes,No,Yes,52.4,77.3,C,24.9,True
424,Male,2.2,94.0,6.1,Masters,No,No,No,62.0,64.6,D,2.6,True
425,Female,3.2,80.2,6.7,Bachelors,Yes,No,Yes,58.0,81.8,B,23.8,True
426,Male,2.8,86.5,6.0,High School,Yes,Yes,No,48.9,86.2,B,37.3,True
427,Male,5.7,100.0,8.9,Bachelors,Yes,Yes,Yes,71.1,100.0,A,28.9,True
428,Female,3.8,94.0,6.4,,Yes,Yes,No,91.7,100.0,A,8.3,True
429,Male,5.0,82.3,9.0,Bachelors,Yes,Yes,No,100.0,100.0,A,0.0,False
430,Female,1.3,76.1,7.8,,Yes,Yes,No,71.2,72.0,C,0.8,True
431,Male,3.9,63.5,7.4,High School,Yes,No,No,83.4,81.2,B,-2.2,False
432,Female,4.8,77.8,7.2,High School,Yes,Yes,No,72.8,100.0,A,27.2,True
433,Male,3.6,82.9,7.3,High School,Yes,No,Yes,76.0,79.7,C,3.7,True
434,Female,5.1,75.1,4.5,Bachelors,Yes,Yes,No,65.9,89.4,B,23.5,True
435,Female,2.7,83.7,6.5,High School,Yes,No,No,72.3,77.8,C,5.5,True
436,Female,5.6,85.8,7.8,High School,Yes,Yes,Yes,76.4,93.4,A,17.0,True
437,Female,6.9,82.8,6.7,,Yes,Yes,Yes,63.1,100.0,A,36.9,True
438,Female,3.0,78.5,5.1,Masters,Yes,Yes,No,69.1,76.5,C,7.4,True
439,Male,2.8,86.7,6.7,Masters,Yes,No,No,69.3,79.3,C,10.0,True
440,Male,5.7,89.4,8.8,High School,No,No,No,79.9,100.0,A,20.1,True
441,Male,5.9,74.1,8.3,High School,Yes,Yes,No,57.2,98.9,A,41.7,True
442,Female,2.7,99.1,6.7,High School,Yes,Yes,Yes,69.4,87.5,B,18.1,True
443,Male,2.9,84.0,7.9,Masters,Yes,No,Yes,92.9,85.2,B,-7.7,False
444,Female,3.1,85.2,6.4,,Yes,Yes,No,84.0,86.0,B,2.0,True
445,Female,1.5,92.1,4.8,Bachelors,Yes,Yes,Yes,86.2,80.7,B,-5.5,False
446,Male,2.1,87.3,5.7,High School,Yes,No,No,70.3,79.9,C,9.6,True
447,Male,2.0,94.5,8.7,Bachelors,Yes,No,No,73.9,79.1,C,5.2,True
448,Female,2.3,87.9,6.5,High School,Yes,Yes,Yes,82.0,87.1,B,5.1,True
449,Male,3.4,78.9,6.5,Bachelors,Yes,Yes,No,88.7,90.7,A,2.0,True
450,Female,3.9,88.6,6.4,Bachelors,Yes,No,Yes,46.6,64.6,D,18.0,True
451,Female,5.8,73.6,9.1,Masters,No,Yes,No,54.2,77.9,C,23.7,True
452,Female,2.0,86.1,8.8,High School,Yes,Yes,Yes,85.7,82.0,B,-3.7,False
453,Female,5.0,84.7,9.5,High School,Yes,No,No,66.7,92.8,A,26.1,True
454,Female,3.2,82.9,6.6,,No,No,No,61.9,85.4,B,23.5,True
455,Male,3.4,83.7,7.2,High School,Yes,Yes,No,55.0,80.7,B,25.7,True
456,Male,4.5,66.2,5.0,High School,Yes,No,No,63.3,72.7,C,9.4,True
457,Female,1.8,79.5,8.6,High School,Yes,No,Yes,53.2,68.8,D,15.6,True
458,Female,4.1,85.9,5.4,High School,No,Yes,No,95.1,89.9,B,-5.2,False
459,Male,3.7,86.6,7.1,Bachelors,No,No,No,69.7,83.3,B,13.6,True
460,Male,4.2,74.7,5.5,Masters,Yes,Yes,No,69.3,86.8,B,17.5,True
461,Female,3.9,97.7,6.1,High School,Yes,Yes,Yes,77.1,98.2,A,21.1,True
462,Male,7.2,76.3,5.8,Bachelors,Yes,No,No,81.5,100.0,A,18.5,True
463,Female,2.5,94.7,6.1,Masters,Yes,Yes,Yes,81.4,95.1,A,13.7,True
464,Male,2.7,89.3,6.2,Bachelors,Yes,Yes,No,82.9,93.5,A,10.6,True
465,Female,2.6,78.5,6.1,PhD,No,Yes,Yes,62.4,63.2,D,0.8,True
466,Male,2.7,100.0,7.8,PhD,Yes,Yes,No,66.4,100.0,A,33.6,True
467,Female,2.5,73.1,5.5,High School,Yes,No,Yes,79.2,77.1,C,-2.1,False
468,Male,5.3,94.2,7.1,Masters,Yes,No,No,63.7,88.8,B,25.1,True
469,Male,5.6,95.0,8.3,Bachelors,Yes,No,No,69.9,100.0,A,30.1,True
470,Female,2.6,78.3,6.2,,Yes,Yes,Yes,74.8,89.9,B,15.1,True
471,Male,2.3,98.9,5.9,Bachelors,Yes,Yes,No,79.4,87.6,B,8.2,True
472,Female,4.2,82.5,6.5,,No,Yes,Yes,48.7,68.0,D,19.3,True
473,Male,2.7,87.9,8.2,Masters,No,Yes,No,78.6,82.2,B,3.6,True
474,Female,4.4,87.6,7.0,High School,Yes,Yes,No,67.2,94.0,A,26.8,True
475,Male,3.8,83.7,6.2,Bachelors,No,No,No,78.5,90.9,A,12.4,True
476,Female,1.2,93.1,7.4,,Yes,No,No,79.3,85.0,B,5.7,True
477,Male,5.8,92.9,5.5,PhD,Yes,No,Yes,89.3,100.0,A,10.7,True
478,Female,6.2,67.5,7.6,High School,Yes,Yes,No,86.2,100.0,A,13.8,True
479,Male,2.6,98.0,7.3,Masters,Yes,No,Yes,86.2,87.4,B,1.2,True
480,Female,2.9,68.4,6.4,High School,No,Yes,No,87.3,84.8,B,-2.5,False
481,Female,3.9,95.3,5.8,High School,Yes,Yes,No,73.5,89.5,B,16.0,True
482,Female,4.0,96.3,5.7,Bachelors,Yes,No,No,70.4,92.3,A,21.9,True
483,Male,4.5,74.1,7.4,High School,Yes,No,Yes,80.5,86.6,B,6.1,True
484,Female,6.5,80.9,8.3,Masters,Yes,Yes,No,78.8,100.0,A,21.2,True
485,Male,3.2,73.9,6.0,High School,Yes,Yes,No,66.3,75.7,C,9.4,True
486,Female,2.3,82.9,7.4,Masters,Yes,Yes,Yes,74.9,87.3,B,12.4,True
487,Male,1.4,81.9,4.3,High School,Yes,No,No,69.6,66.6,D,-3.0,False
488,Female,2.4,92.8,6.1,High School,Yes,Yes,No,59.8,74.1,C,14.3,True
489,Male,3.5,98.1,6.8,High School,Yes,No,No,85.5,100.0,A,14.5,True
490,Male,6.2,99.0,5.7,High School,Yes,Yes,No,70.7,100.0,A,29.3,True
491,Female,2.7,79.4,5.7,High School,Yes,Yes,No,94.6,74.3,C,-20.3,False
492,Male,3.8,82.9,6.0,High School,Yes,Yes,Yes,50.5,71.1,C,20.6,True
493,Male,3.5,68.2,7.2,Bachelors,Yes,Yes,No,63.3,66.7,D,3.4,True
494,Female,5.3,76.9,6.6,High School,Yes,Yes,Yes,70.4,82.1,B,11.7,True
495,Male,7.3,94.6,4.1,Bachelors,Yes,No,No,83.6,88.5,B,4.9,True
496,Male,2.7,100.0,4.3,Bachelors,No,No,No,74.8,79.4,C,4.6,True
497,Male,2.8,72.7,6.1,PhD,Yes,No,No,73.7,71.0,C,-2.7,False
498,Female,5.1,79.1,7.3,,Yes,No,No,56.5,85.4,B,28.9,True
499,Male,4.5,84.7,3.5,Bachelors,No,No,Yes,56.1,61.8,D,5.7,True
500,Female,6.3,87.8,6.2,High School,Yes,No,No,73.9,99.6,A,25.7,True
501,Male,4.4,76.9,6.2,High School,Yes,No,No,53.6,76.1,C,22.5,True
502,Male,3.0,89.2,8.5,,Yes,Yes,Yes,63.6,90.4,A,26.8,True
503,Male,4.4,80.3,6.3,High School,No,Yes,No,76.0,93.3,A,17.3,True
504,Female,5.2,84.9,7.3,High School,No,Yes,No,58.2,88.9,B,30.7,True
505,Male,4.7,90.5,7.0,High School,Yes,Yes,No,89.3,99.0,A,9.7,True
506,Male,4.3,85.1,4.2,High School,Yes,Yes,Yes,84.7,100.0,A,15.3,True
507,Female,5.1,80.6,7.7,High School,Yes,No,No,51.1,74.5,C,23.4,True
508,Male,5.3,83.9,7.1,Masters,No,Yes,Yes,58.8,72.8,C,14.0,True
509,Female,5.6,84.1,7.4,High School,No,Yes,Yes,42.6,76.1,C,33.5,True
510,Female,4.5,81.3,10.0,Bachelors,Yes,Yes,Yes,60.6,99.5,A,38.9,True
511,Male,3.2,82.4,4.3,High School,Yes,Yes,Yes,79.2,79.9,C,0.7,True
512,Female,3.7,100.0,8.9,High School,Yes,Yes,Yes,65.0,88.2,B,23.2,True
513,Male,5.3,90.6,6.5,,Yes,Yes,No,75.5,88.9,B,13.4,True
514,Female,2.3,82.0,7.1,High School,Yes,Yes,No,51.7,77.9,C,26.2,True
515,Female,4.1,92.0,6.7,Masters,Yes,Yes,Yes,79.6,97.2,A,17.6,True
516,Male,2.9,81.7,6.3,Bachelors,Yes,No,Yes,63.3,79.3,C,16.0,True
517,Female,3.5,96.7,6.1,High School,Yes,No,No,70.1,84.2,B,14.1,True
518,Female,5.4,88.7,7.2,,No,Yes,No,68.9,86.3,B,17.4,True
519,Female,3.8,83.9,5.0,High School,Yes,Yes,Yes,54.7,67.6,D,12.9,True
520,Female,3.6,89.5,7.7,PhD,Yes,Yes,Yes,56.2,80.7,B,24.5,True
521,Female,1.5,69.3,6.3,High School,Yes,No,Yes,81.6,64.7,D,-16.9,False
522,Male,4.6,73.7,5.4,PhD,No,Yes,Yes,74.8,71.8,C,-3.0,False
523,Female,4.5,73.1,6.3,High School,Yes,Yes,Yes,82.6,84.9,B,2.3,True
524,Male,6.7,86.4,8.3,Bachelors,Yes,No,No,73.9,100.0,A,26.1,True
525,Female,3.0,100.0,6.2,Masters,Yes,Yes,Yes,71.7,82.4,B,10.7,True
526,Male,3.8,100.0,7.2,,Yes,Yes,No,49.3,87.3,B,38.0,True
527,Male,3.9,91.4,5.9,,Yes,Yes,Yes,66.8,84.8,B,18.0,True
528,Female,5.9,90.0,7.7,Masters,Yes,No,No,69.7,96.4,A,26.7,True
529,Female,3.4,67.0,7.6,PhD,No,No,No,93.4,84.3,B,-9.1,False
530,Female,3.9,79.6,9.0,High School,Yes,No,No,78.2,84.5,B,6.3,True
531,Male,4.4,77.1,6.6,High School,Yes,Yes,No,88.4,94.7,A,6.3,True
532,Female,3.8,78.8,7.6,High School,Yes,Yes,No,77.2,89.6,B,12.4,True
533,Male,2.8,83.3,6.9,Bachelors,Yes,No,No,61.5,68.6,D,7.1,True
534,Male,3.8,80.3,8.4,Bachelors,Yes,No,No,71.4,92.8,A,21.4,True
535,Male,5.1,65.2,5.9,Bachelors,Yes,Yes,No,72.8,80.7,B,7.9,True
536,Female,2.0,92.5,7.7,High School,Yes,No,No,58.7,77.6,C,18.9,True
537,Female,3.7,74.3,6.6,Masters,Yes,Yes,No,65.4,87.7,B,22.3,True
538,Male,2.4,87.4,6.7,High School,Yes,Yes,No,67.5,86.0,B,18.5,True
539,Male,5.3,100.0,6.9,High School,Yes,No,No,89.3,100.0,A,10.7,True
540,Female,1.2,75.8,7.1,Bachelors,Yes,Yes,Yes,45.0,57.3,F,12.3,True
541,Male,2.7,59.7,6.7,Masters,No,No,Yes,84.5,75.6,C,-8.9,False
542,Female,4.1,82.1,7.1,Masters,Yes,Yes,No,58.8,87.3,B,28.5,True
543,Male,5.8,96.0,8.7,Bachelors,Yes,Yes,Yes,53.5,88.8,B,35.3,True
544,Female,3.4,100.0,8.0,High School,Yes,No,No,84.2,91.8,A,7.6,True
545,Male,2.7,72.7,7.8,Bachelors,Yes,No,Yes,78.8,66.0,D,-12.8,False
546,Female,6.3,90.0,6.3,High School,Yes,Yes,No,85.1,100.0,A,14.9,True
547,Male,1.3,80.3,5.7,Bachelors,No,Yes,No,79.6,71.1,C,-8.5,False
548,Female,0.5,83.9,7.9,Bachelors,Yes,No,No,94.7,88.8,B,-5.9,False
549,Female,4.2,100.0,7.9,High School,Yes,Yes,No,76.7,100.0,A,23.3,True
550,Male,2.7,70.0,8.6,High School,Yes,No,No,68.1,85.2,B,17.1,True
551,Male,2.0,87.5,6.1,,Yes,No,No,74.1,75.4,C,1.3,True
552,Female,4.6,89.7,6.5,,Yes,Yes,No,84.9,100.0,A,15.1,True
553,Male,3.9,95.9,4.8,Bachelors,Yes,Yes,Yes,60.6,78.9,C,18.3,True
554,Female,2.7,86.0,6.3,High School,Yes,Yes,No,62.2,83.4,B,21.2,True
555,Male,1.6,88.1,8.0,High School,No,No,No,66.3,63.4,D,-2.9,False
556,Female,4.8,81.1,6.2,Bachelors,Yes,Yes,No,44.7,80.7,B,36.0,True
557,Female,4.5,87.7,7.6,,Yes,Yes,No,71.7,80.8,B,9.1,True
558,Female,3.4,81.6,6.6,High School,Yes,Yes,No,47.4,73.1,C,25.7,True
559,Female,6.3,91.2,7.2,Masters,Yes,No,Yes,70.6,99.8,A,29.2,True
560,Female,1.9,81.3,5.4,High School,Yes,Yes,Yes,80.4,73.5,C,-6.9,False
561,Female,1.2,88.8,6.9,,Yes,Yes,No,64.3,68.2,D,3.9,True
562,Male,2.5,84.7,3.2,Bachelors,No,No,No,90.1,83.9,B,-6.2,False
563,Male,3.4,96.3,6.6,Masters,No,No,No,52.5,75.3,C,22.8,True
564,Male,3.9,84.5,4.8,High School,No,No,Yes,84.3,78.7,C,-5.6,False
565,Female,3.1,67.3,8.2,Bachelors,Yes,Yes,No,78.1,82.8,B,4.7,True
566,Female,4.0,97.6,7.7,High School,Yes,Yes,No,49.4,100.0,A,50.6,True
567,Female,1.6,75.9,7.4,High School,Yes,No,No,100.0,92.6,A,-7.4,False
568,Female,5.7,78.5,8.6,,Yes,Yes,Yes,69.2,99.1,A,29.9,True
569,Male,3.4,79.0,5.7,,Yes,No,Yes,59.5,76.2,C,16.7,True
570,Male,5.2,98.7,8.9,PhD,Yes,No,Yes,53.1,90.9,A,37.8,True
571,Female,4.0,63.6,7.9,Bachelors,Yes,Yes,Yes,67.4,63.3,D,-4.1,False
572,Male,4.2,100.0,6.5,Masters,Yes,No,Yes,68.5,85.0,B,16.5,True
573,Male,4.4,95.6,8.2,High School,Yes,No,Yes,71.2,88.7,B,17.5,True
574,Female,4.2,87.2,5.5,High School,Yes,Yes,No,66.4,75.3,C,8.9,True
575,Male,4.5,84.5,5.8,High School,Yes,Yes,No,77.6,84.9,B,7.3,True
576,Female,5.5,87.9,6.1,Bachelors,Yes,Yes,No,65.3,81.1,B,15.8,True
577,Male,3.8,90.2,6.2,Bachelors,Yes,Yes,Yes,46.8,75.6,C,28.8,True
578,Female,4.6,91.5,5.5,High School,Yes,Yes,No,68.2,95.5,A,27.3,True
579,Female,3.4,90.6,8.3,Bachelors,Yes,No,No,41.6,83.3,B,41.7,True
580,Female,5.7,85.9,6.5,Masters,Yes,No,Yes,74.2,95.7,A,21.5,True
581,Female,2.5,83.0,7.2,Bachelors,Yes,Yes,No,58.2,70.4,C,12.2,True
582,Male,6.2,83.5,6.1,High School,Yes,Yes,Yes,72.0,82.7,B,10.7,True
583,Female,3.4,83.1,4.6,High School,Yes,No,No,85.8,76.7,C,-9.1,False
584,Female,1.4,96.3,7.1,High School,Yes,Yes,No,58.6,68.4,D,9.8,True
585,Female,3.7,90.9,4.5,High School,Yes,No,No,82.7,84.6,B,1.9,True
586,Male,2.5,55.6,6.7,Bachelors,Yes,Yes,No,64.8,67.7,D,2.9,True
587,Female,4.8,91.6,5.2,Bachelors,No,Yes,No,91.0,89.2,B,-1.8,False
588,Male,2.5,86.9,9.2,Masters,Yes,Yes,No,65.6,85.0,B,19.4,True
589,Female,2.8,84.8,7.9,Bachelors,Yes,No,No,59.9,77.3,C,17.4,True
590,Male,0.7,81.1,6.9,Masters,Yes,Yes,Yes,78.2,72.2,C,-6.0,False
591,Male,2.8,96.2,8.3,High School,Yes,No,Yes,64.8,89.0,B,24.2,True
592,Female,0.5,94.5,5.8,Bachelors,Yes,Yes,No,59.9,63.2,D,3.3,True
593,Male,1.1,77.3,7.5,Masters,Yes,Yes,No,64.3,73.2,C,8.9,True
594,Female,4.6,89.1,7.0,High School,No,Yes,No,69.5,87.0,B,17.5,True
595,Female,4.7,75.3,7.1,High School,Yes,No,Yes,86.1,88.5,B,2.4,True
